256,256,256,1
256,256,256,2
256,256,256,3
256,256,256,4
256,256,128,1
256,256,128,2
256,256,128,3
256,256,128,4
256,256,64,1
256,256,64,2
256,256,64,3
256,256,64,4
256,256,32,1
256,256,32,2
256,256,32,3
256,256,32,4
256,256,16,1
256,256,16,2
256,256,16,3
256,256,16,4
256,128,128,1
256,128,128,2
256,128,128,3
256,128,128,4
256,128,64,1
256,128,64,2
256,128,64,3
256,128,64,4
256,128,32,1
256,128,32,2
256,128,32,3
256,128,32,4
256,128,16,1
256,128,16,2
256,128,16,3
256,128,16,4
256,64,64,1
256,64,64,2
256,64,64,3
256,64,64,4
256,64,32,1
256,64,32,2
256,64,32,3
256,64,32,4
256,64,16,1
256,64,16,2
256,64,16,3
256,64,16,4
256,32,32,1
256,32,32,2
256,32,32,3
256,32,32,4
256,32,16,1
256,32,16,2
256,32,16,3
256,32,16,4
256,16,16,1
256,16,16,2
256,16,16,3
256,16,16,4
128,256,256,1
128,256,256,2
128,256,256,3
128,256,256,4
128,256,128,1
128,256,128,2
128,256,128,3
128,256,128,4
128,256,64,1
128,256,64,2
128,256,64,3
128,256,64,4
128,256,32,1
128,256,32,2
128,256,32,3
128,256,32,4
128,256,16,1
128,256,16,2
128,256,16,3
128,256,16,4
128,128,128,1
128,128,128,2
128,128,128,3
128,128,128,4
128,128,64,1
128,128,64,2
128,128,64,3
128,128,64,4
128,128,32,1
128,128,32,2
128,128,32,3
128,128,32,4
128,128,16,1
128,128,16,2
128,128,16,3
128,128,16,4
128,64,64,1
128,64,64,2
128,64,64,3
128,64,64,4
128,64,32,1
128,64,32,2
128,64,32,3
128,64,32,4
128,64,16,1
128,64,16,2
128,64,16,3
128,64,16,4
128,32,32,1
128,32,32,2
128,32,32,3
128,32,32,4
128,32,16,1
128,32,16,2
128,32,16,3
128,32,16,4
128,16,16,1
128,16,16,2
128,16,16,3
128,16,16,4
64,256,256,1
64,256,256,2
64,256,256,3
64,256,256,4
64,256,128,1
64,256,128,2
64,256,128,3
64,256,128,4
64,256,64,1
64,256,64,2
64,256,64,3
64,256,64,4
64,256,32,1
64,256,32,2
64,256,32,3
64,256,32,4
64,256,16,1
64,256,16,2
64,256,16,3
64,256,16,4
64,128,128,1
64,128,128,2
64,128,128,3
64,128,128,4
64,128,64,1
64,128,64,2
64,128,64,3
64,128,64,4
64,128,32,1
64,128,32,2
64,128,32,3
64,128,32,4
64,128,16,1
64,128,16,2
64,128,16,3
64,128,16,4
64,64,64,1
64,64,64,2
64,64,64,3
64,64,64,4
64,64,32,1
64,64,32,2
64,64,32,3
64,64,32,4
64,64,16,1
64,64,16,2
64,64,16,3
64,64,16,4
64,32,32,1
64,32,32,2
64,32,32,3
64,32,32,4
64,32,16,1
64,32,16,2
64,32,16,3
64,32,16,4
64,16,16,1
64,16,16,2
64,16,16,3
64,16,16,4
32,256,256,1
32,256,256,2
32,256,256,3
32,256,256,4
32,256,128,1
32,256,128,2
32,256,128,3
32,256,128,4
32,256,64,1
32,256,64,2
32,256,64,3
32,256,64,4
32,256,32,1
32,256,32,2
32,256,32,3
32,256,32,4
32,256,16,1
32,256,16,2
32,256,16,3
32,256,16,4
32,128,128,1
32,128,128,2
32,128,128,3
32,128,128,4
32,128,64,1
32,128,64,2
32,128,64,3
32,128,64,4
32,128,32,1
32,128,32,2
32,128,32,3
32,128,32,4
32,128,16,1
32,128,16,2
32,128,16,3
32,128,16,4
32,64,64,1
32,64,64,2
32,64,64,3
32,64,64,4
32,64,32,1
32,64,32,2
32,64,32,3
32,64,32,4
32,64,16,1
32,64,16,2
32,64,16,3
32,64,16,4
32,32,32,1
32,32,32,2
32,32,32,3
32,32,32,4
32,32,16,1
32,32,16,2
32,32,16,3
32,32,16,4
32,16,16,1
32,16,16,2
32,16,16,3
32,16,16,4
16,256,256,1
16,256,256,2
16,256,256,3
16,256,256,4
16,256,128,1
16,256,128,2
16,256,128,3
16,256,128,4
16,256,64,1
16,256,64,2
16,256,64,3
16,256,64,4
16,256,32,1
16,256,32,2
16,256,32,3
16,256,32,4
16,256,16,1
16,256,16,2
16,256,16,3
16,256,16,4
16,128,128,1
16,128,128,2
16,128,128,3
16,128,128,4
16,128,64,1
16,128,64,2
16,128,64,3
16,128,64,4
16,128,32,1
16,128,32,2
16,128,32,3
16,128,32,4
16,128,16,1
16,128,16,2
16,128,16,3
16,128,16,4
16,64,64,1
16,64,64,2
16,64,64,3
16,64,64,4
16,64,32,1
16,64,32,2
16,64,32,3
16,64,32,4
16,64,16,1
16,64,16,2
16,64,16,3
16,64,16,4
16,32,32,1
16,32,32,2
16,32,32,3
16,32,32,4
16,32,16,1
16,32,16,2
16,32,16,3
16,32,16,4
16,16,16,1
16,16,16,2
16,16,16,3
16,16,16,4
